1.0000(c)	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
1.0000(f)	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	 0	
51.0000(c)	 0	 2	 4	 2	 0	 0	 9	 0	 4	 7	 4	 0	 3	 1	 4	 0	 0	 0	 4	 3	 0	 20	 0	 5	 0	 0	 32	 0	 0	 58	 0	 54	 0	 23	 8	 0	 5	 56	 0	 8	 0	 18	 8	 4	 0	 0	 3	 17	 0	 2	 4	 0	 0	 29	 0	 0	 55	 0	 0	 0	 30	 0	 21	 12	 0	 0	 31	 8	 1	 0	 4	 10	 0	 4	 50	 4	 4	 19	 0	 5	 0	 9	 0	 0	 0	 29	 0	 4	 0	 0	 1	 24	 4	 8	 13	 8	 23	 7	 0	 0	
51.0000(f)	 0	 1	 1	 1	 0	 0	 3	 0	 1	 2	 1	 0	 1	 1	 1	 0	 0	 0	 1	 1	 0	 5	 0	 2	 0	 0	 9	 0	 0	 16	 0	 16	 0	 7	 3	 0	 2	 14	 0	 2	 0	 5	 2	 1	 0	 0	 1	 5	 0	 1	 1	 0	 0	 9	 0	 0	 15	 0	 0	 0	 9	 0	 6	 3	 0	 0	 9	 2	 1	 0	 1	 3	 0	 1	 14	 1	 1	 5	 0	 2	 0	 3	 0	 0	 0	 9	 0	 1	 0	 0	 1	 7	 1	 2	 4	 2	 6	 2	 0	 0	
101.0000(c)	 4	 2	 4	 2	 0	 2	 13	 0	 7	 7	 4	 0	 3	 3	 7	 0	 4	 0	 8	 3	 0	 24	 0	 9	 8	 0	 40	 0	 0	 63	 0	 59	 4	 25	 12	 12	 6	 76	 4	 12	 0	 30	 16	 4	 0	 0	 3	 20	 0	 2	 4	 0	 0	 29	 0	 0	 63	 0	 0	 4	 30	 0	 29	 16	 0	 4	 31	 8	 1	 4	 8	 12	 0	 4	 62	 8	 8	 31	 0	 5	 0	 12	 0	 0	 0	 40	 0	 4	 0	 0	 4	 24	 8	 12	 21	 8	 32	 8	 0	 0	
101.0000(f)	 1	 1	 1	 1	 0	 1	 4	 0	 2	 2	 1	 0	 1	 2	 2	 0	 1	 0	 2	 1	 0	 6	 0	 3	 2	 0	 11	 0	 0	 18	 0	 17	 1	 7	 4	 3	 3	 19	 1	 3	 0	 8	 4	 1	 0	 0	 1	 5	 0	 1	 1	 0	 0	 9	 0	 0	 17	 0	 0	 1	 9	 0	 8	 4	 0	 1	 9	 2	 1	 1	 2	 3	 0	 1	 17	 2	 2	 8	 0	 2	 0	 3	 0	 0	 0	 11	 0	 1	 0	 0	 1	 7	 2	 3	 6	 2	 8	 2	 0	 0	
151.0000(c)	 4	 2	 4	 2	 0	 4	 13	 0	 7	 7	 4	 0	 3	 5	 8	 4	 4	 0	 8	 7	 0	 24	 4	 9	 8	 0	 40	 0	 4	 63	 0	 63	 4	 25	 12	 12	 9	 76	 4	 12	 0	 30	 16	 4	 0	 0	 3	 20	 0	 2	 4	 0	 0	 33	 0	 0	 63	 0	 0	 4	 30	 0	 29	 16	 0	 4	 31	 8	 1	 4	 8	 12	 0	 4	 62	 8	 8	 31	 0	 5	 0	 12	 0	 0	 0	 40	 0	 4	 0	 0	 4	 24	 8	 12	 21	 8	 32	 8	 0	 0	
151.0000(f)	 1	 1	 1	 1	 0	 1	 4	 0	 2	 2	 1	 0	 1	 2	 2	 1	 1	 0	 2	 2	 0	 6	 1	 3	 2	 0	 11	 0	 1	 18	 0	 18	 1	 7	 4	 3	 3	 19	 1	 3	 0	 8	 4	 1	 0	 0	 1	 5	 0	 1	 1	 0	 0	 10	 0	 0	 17	 0	 0	 1	 9	 0	 8	 4	 0	 1	 9	 2	 1	 1	 2	 3	 0	 1	 17	 2	 2	 8	 0	 2	 0	 3	 0	 0	 0	 11	 0	 1	 0	 0	 1	 7	 2	 3	 6	 2	 8	 2	 0	 0	
201.0000(c)	 4	 2	 4	 2	 0	 4	 13	 0	 7	 7	 4	 0	 3	 5	 8	 4	 4	 4	 8	 7	 0	 24	 4	 9	 8	 0	 40	 0	 4	 63	 0	 63	 4	 25	 12	 12	 9	 76	 4	 12	 0	 30	 16	 4	 0	 0	 3	 20	 0	 2	 4	 0	 0	 33	 0	 0	 63	 0	 0	 4	 30	 0	 29	 16	 0	 4	 31	 8	 1	 4	 8	 12	 0	 4	 62	 8	 8	 31	 0	 5	 0	 12	 0	 0	 0	 40	 0	 4	 0	 0	 4	 24	 8	 12	 21	 8	 32	 8	 0	 0	
201.0000(f)	 1	 1	 1	 1	 0	 1	 4	 0	 2	 2	 1	 0	 1	 2	 2	 1	 1	 1	 2	 2	 0	 6	 1	 3	 2	 0	 11	 0	 1	 18	 0	 18	 1	 7	 4	 3	 3	 19	 1	 3	 0	 8	 4	 1	 0	 0	 1	 5	 0	 1	 1	 0	 0	 10	 0	 0	 17	 0	 0	 1	 9	 0	 8	 4	 0	 1	 9	 2	 1	 1	 2	 3	 0	 1	 17	 2	 2	 8	 0	 2	 0	 3	 0	 0	 0	 11	 0	 1	 0	 0	 1	 7	 2	 3	 6	 2	 8	 2	 0	 0	
